Id,Title,Merchant,Categories,Description,Terms,Coupon Code,URL,Status,Start Date,End Date,Offer Added At,Image URL,Campaign ID,Campaign Name
82688,Buy 4 Plants and Get 2 Plants free,Nurserylive,Others,,,BFGTPLANT,https://linksredirect.com/?pub_id=41826&url=https://nurserylive.com/,live,2020-12-08,2020-12-31,08/12/2020,https://cdn0.cuelinks.com/campaigns/3830/original/NurseryLive.png?1559906987,3830,Nursery Live
82689,Flat INR 100 off on Christmas Gifts Plant Collection On Order Above 499,Nurserylive,Others,,,OMGCHRIST,https://linksredirect.com/?pub_id=41826&url=https://nurserylive.com/,live,2020-12-08,2020-12-31,08/12/2020,https://cdn0.cuelinks.com/campaigns/3830/original/NurseryLive.png?1559906987,3830,Nursery Live
82690,Enjoy Free shipping on orders above INR 399,Nurserylive,Others,,,FREESHIP,https://linksredirect.com/?pub_id=41826&url=https://nurserylive.com/,live,2020-12-08,2020-12-31,08/12/2020,https://cdn0.cuelinks.com/campaigns/3830/original/NurseryLive.png?1559906987,3830,Nursery Live
82692,Get Complimentary Jade Roller free on purchase of INR 1500,Lotus Organics,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://www.lotus-organics.com/,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/4235/original/New_Project_%2853%29_%281%29.png?1604053350,4235,Lotus Organics
82693,Get Additional 5% off on all Prepaid Orders,Lotus Organics,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://www.lotus-organics.com/,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/4235/original/New_Project_%2853%29_%281%29.png?1604053350,4235,Lotus Organics
82695,Buy Pack of 5 sanitizer at INR 500,Super Smelly,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://supersmelly.in/product/hand-sanitizer-pack-of-5/,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/4121/original/Supre_Smailly.png?1595318743,4121,Super Smelly
82697,Enjoy 30% off on Arata Essential Morning Regime Festive Gift Box,Arata,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://www.arata.in/products/essential-morning-regime-festive-gift-box-large,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3891/original/Arata.png?1568799265,3891,Arata
82698,Get flat 20% off on Arata Face Masque,Arata,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://www.arata.in/products/arata-face-masque,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3891/original/Arata.png?1568799265,3891,Arata
82699,Get flat 30% off on Wordpress Hosting,BigRock,Others,,,HOSTYOURSITE30,https://linksredirect.com/?pub_id=41826&url=https://www.bigrock.in/,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/18/original/Big-Rock.png?1493898273,18,BigRock
82700,Flat 28% off on Web Hosting,BigRock,Others,,,HOSTAFF,https://linksredirect.com/?pub_id=41826&url=https://www.bigrock.in/,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/18/original/Big-Rock.png?1493898273,18,BigRock
82701,Get .com domain at INR 149 for the first year,BigRock,Others,,,2YRCOMAFF,https://linksredirect.com/?pub_id=41826&url=https://www.bigrock.in/,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/18/original/Big-Rock.png?1493898273,18,BigRock
82702,Flat 10% off on SSL Certificates,BigRock,Others,,,AFFSECURE20,https://linksredirect.com/?pub_id=41826&url=https://www.bigrock.in/,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/18/original/Big-Rock.png?1493898273,18,BigRock
82703,Get .COM AT INR 399 FOR 1 YEAR,BigRock,Others,,,COMAFF,https://linksredirect.com/?pub_id=41826&url=https://www.bigrock.in/,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/18/original/Big-Rock.png?1493898273,18,BigRock
82704,"PARE Genuine Leather Brown Jacket for Men's (Size : XS to 2XL,Color : Brown )Rs.6999",PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/pare-men-leather-slim-fit-jacket-brown-APPPARE-GENUINEPARE1064240A32242CF-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82705,"PARE Genuine Leather Brown Jacket for Men's (Size : XS to 2XL,Color : Brown )Rs.6999",PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/pare-men-leather-slim-fit-jacket-brown-APPPARE-GENUINEPARE1064240DD550CB9-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82706,PARE 100% Genuine Leather Brown Jacket for Men'sRs.6999,PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/pare-men-leather-slim-fit-jacket-brown-APPPARE-100-GENPARE1064240AA2914B2-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82707,"PARE Genuine Leather Maroon Jacket for Men's (Size : XS to 2XL,Color : Maroon)Rs.6999",PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/pare-men-leather-jacket-maroon-APPPARE-GENUINEPARE1064240121363E5-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82708,PARE 100% Genuine Leather Brown Jacket for Men'sRs.6999,PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/pare-men-leather-slim-fit-jacket-brown-APPPARE-100-GENPARE1064240227B815-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82709,PARE Men Black Solid Leather jacketRs.6899,PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/pare-men-leather-jacket-black-APPPARE-GENUINEPARE10642406972F530-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82710,Mahotsav saree lehnga Choli Blue Art SilkRs.6565,PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/mahotsav-saree-lehnga-choli-blue-art-silk-APPMAHOTSAV-SARMAHO659392E61D0733-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82711,Monte Carlo Men Multi Colorblocked Bomber jacketRs.4690,PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/monte-carlo-men-multi-colorblocked-bomber-jacket-APPMONTE-CARLO-MONT79213C180D843-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82712,Allen Solly Navy JacketRs.4400,PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/allen-solly-men-blended-jacket-blue-APPALLEN-SOLLY-ADIT5099694070666-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82713,Monte Carlo Cotton Solid Navy Blue Color Regular Jacket For WomenRs.4290,PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/monte-carlo-cotton-solid-navy-blue-color-regular-jacket-for-women-APPMONTE-CARLO-MONT792139F140F4-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82714,Monte Carlo Women Solid Regular Jacket - MustardRs.4290,PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/monte-carlo-women-solid-regular-jacket-mustard-APPMONTE-CARLO-MONT792134EE6313B-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82715,"Desibutik Green Floral Universal Designer Saree , With blouseRs.4019",PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/desibutik-silk-universal-zari-work-saree-green-with-blouse-APPDESIBUTIK-PADESI28701722717A3-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82716,Duke Black JacketRs.3996,PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/duke-stardust-black-jacket-APPDUKE-STARDUSE-SH34070F7BFE196-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82717,Monte Carlo Women Solid Regular Jacket - BlackRs.3795,PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/monte-carlo-women-solid-regular-jacket-black-APPMONTE-CARLO-MONT7921358FCA33C-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82718,Monte Carlo Women Solid Regular Jacket - BlackRs.3795,PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/monte-carlo-women-solid-regular-jacket-black-APPMONTE-CARLO-MONT792133777DBB4-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82719,Monte Carlo Men Navy blue Geometric Bomber jacketRs.3765,PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/monte-carlo-men-navy-blue-geometric-bomber-jacket-APPMONTE-CARLO-MONT79213E1213A43-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82720,Monte Carlo Men Navy blue Solid Bomber jacketRs.3715,PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/monte-carlo-men-navy-blue-solid-bomber-jacket-APPMONTE-CARLO-MONT792136BAA20AF-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82721,LILL Women Cotton Printed Top and Pyjama Set - BlackRs.3599,PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/lill-women-cotton-printed-top-and-pyjama-set-black-APPLILL-WOMEN-SWHIT100633A7A9094F-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82722,Monte Carlo Men Black Solid Bomber jacketRs.3540,PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/monte-carlo-men-black-solid-bomber-jacket-APPMONTE-CARLO-MONT7921383877044-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82723,Monte Carlo Men Black Solid Bomber jacketRs.3540,PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/monte-carlo-men-black-solid-bomber-jacket-APPMONTE-CARLO-MONT792131857B849-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82724,U.S. Polo Assn. Men Black Solid Leather jacketRs.3500,PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/u-s-polo-assn-denim-co-standard-fit-stand-collar-jacket-APPU-S-POLO-ASSARVI763657A0E1955C-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82725,U.S. Polo Assn. Men Red Solid Slim fit Single Breasted BlazerRs.3500,PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/u-s-polo-assn-men-polyester-slim-fit-blazer-red-APPU-S-POLO-ASSARVI7636577E0F4827-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82726,Hangup Blended Long Sherwani - CreamRs.3499,PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/hangup-blended-long-sherwani-cream-APPHANGUP-MENS-LEE-45074DE8E984D-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82727,hangup mens 3 pics kurta dhoti and blazer setsRs.3499,PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/hangup-mens-3-pics-kurta-dhoti-and-blazer-sets-APPHANGUP-MENS-LEE-450743414EFBF-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82728,Duke Men Yellow Solid Bomber jacketRs.3359,PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/duke-men-yellow-solid-bomber-jacket-yellow-APPDUKE-MEN-JACE-SH340708421702A-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82729,U.S. Polo Assn. Men Grey Solid Slim fit Single Breasted BlazerRs.3250,PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/u-s-polo-assn-men-polyester-slim-fit-blazer-grey-APPUSPA-TAILOREARVI763657865FE992-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
82730,U.S. Polo Assn. Men Grey Solid Slim fit Single Breasted BlazerRs.3250,PayTM Mall,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://paytmmall.com/u-s-polo-assn-men-polyester-slim-fit-blazer-grey-APPUSPA-TAILOREARVI763657AC67F0F0-pdp,live,2020-12-10,2020-12-31,10/12/2020,https://cdn0.cuelinks.com/campaigns/3136/original/paymall.png?1493720209,3136,PayTM Mall
83212,Get upto 50% off on LIFESTYLE,Myntra,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.myntra.com/lifestyle?plaEnabled=false&rf=Discount%20Range%3A10.0_100.0_10.0%20TO%20100.0,live,2020-12-14,2020-12-31,14/12/2020,https://cdn0.cuelinks.com/campaigns/101/original/Myntra.png?1491896562,101,Myntra
83211,Get upto 80% off on Top Style,Myntra,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.myntra.com/shop/offers-eors20,live,2020-12-14,2020-12-31,14/12/2020,https://cdn0.cuelinks.com/campaigns/101/original/Myntra.png?1491896562,101,Myntra
83208,Sale on Mobile Accessories,Amazon India,Others,,,,https://linksredirect.com/?pub_id=41826&url=https://www.amazon.in/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Mobile+Accessories,live,2020-12-14,2020-12-31,14/12/2020,https://cdn0.cuelinks.com/campaigns/817/original/Amazon.in__Online_Shopping_for_Books__Kindle_E_Readers__Kindle_accessories__E_Books_and_Movies___TV.png?1371175177,817,Amazon India
83209,Sale on Office & Stationery,Amazon India,Others,,,,https://linksredirect.com/?pub_id=41826&url=https://www.amazon.in/s?k=Office+%26+Stationery&ref=nb_sb_noss,live,2020-12-14,2020-12-31,14/12/2020,https://cdn0.cuelinks.com/campaigns/817/original/Amazon.in__Online_Shopping_for_Books__Kindle_E_Readers__Kindle_accessories__E_Books_and_Movies___TV.png?1371175177,817,Amazon India
83210,Sale on Personal Care Appliances,Amazon India,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://www.amazon.in/s?k=Personal+Care+Appliances&ref=nb_sb_noss_2,live,2020-12-14,2020-12-31,14/12/2020,https://cdn0.cuelinks.com/campaigns/817/original/Amazon.in__Online_Shopping_for_Books__Kindle_E_Readers__Kindle_accessories__E_Books_and_Movies___TV.png?1371175177,817,Amazon India
83213,Buy Sarees Under Rs.999,Myntra,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.myntra.com/under-999?f=Categories%3ASarees%3A%3AGender%3Amen%20women%2Cwomen,live,2020-12-14,2020-12-31,14/12/2020,https://cdn0.cuelinks.com/campaigns/101/original/Myntra.png?1491896562,101,Myntra
83214,Under Rs.399 Store,Ajio,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.ajio.com/s/under-rs-399-4166-24861,live,2020-12-14,2020-12-31,14/12/2020,https://cdn0.cuelinks.com/campaigns/2589/original/Ajio.png?1516080211,2589,Ajio
83215,Get Min 80% off Store,Ajio,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.ajio.com/s/min-80-percent-off-4166-24861,live,2020-12-14,2020-12-31,14/12/2020,https://cdn0.cuelinks.com/campaigns/2589/original/Ajio.png?1516080211,2589,Ajio
83216,Under Rs.799 Store,Ajio,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.ajio.com/s/mhp-under-rs-799-4005-54651,live,2020-12-14,2020-12-31,14/12/2020,https://cdn0.cuelinks.com/campaigns/2589/original/Ajio.png?1516080211,2589,Ajio
83217,Buy Men Casual Shirts starting from Rs.399,BrandFactory,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.brandfactoryonline.com/fashion?type=list&sort=price-low&filter_style_fq=169,live,2020-12-14,2020-12-31,14/12/2020,https://cdn0.cuelinks.com/campaigns/3881/original/BrandFactory.png?1567772670,3881,BrandFactory CPS
83218,Buy Women Dresses starting from Rs.499,BrandFactory,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.brandfactoryonline.com/women's?type=list&sort=price-low&filter_style_fq=195,live,2020-12-14,2020-12-31,14/12/2020,https://cdn0.cuelinks.com/campaigns/3881/original/BrandFactory.png?1567772670,3881,BrandFactory CPS
83219,Get flat 60% off on Men Jeans,BrandFactory,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.brandfactoryonline.com/fashion?type=list&sort=discount-high&filter_style_fq=176,live,2020-12-14,2020-12-31,14/12/2020,https://cdn0.cuelinks.com/campaigns/3881/original/BrandFactory.png?1567772670,3881,BrandFactory CPS
83220,Get upto 50% off + Free Shipping Store,Vmart,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.vmartretail.com/besties.html?sort_by=bestsellers&sort_order=desc,live,2020-12-14,2020-12-31,14/12/2020,https://cdn0.cuelinks.com/campaigns/4253/original/New_Project_%2867%29_%281%29.png?1605867377,4253,Vmart
83221,Buy Women Casual Wear starting from Rs.99,Vmart,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.vmartretail.com/plain.html?sort_by=bestsellers&sort_order=desc,live,2020-12-14,2020-12-31,14/12/2020,https://cdn0.cuelinks.com/campaigns/4253/original/New_Project_%2867%29_%281%29.png?1605867377,4253,Vmart
83222,Footwear Collection starting from Rs.149,Vmart,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.vmartretail.com/footwear-men-and-women.html?sort_by=popularity&sort_order=desc,live,2020-12-14,2020-12-31,14/12/2020,https://cdn0.cuelinks.com/campaigns/4253/original/New_Project_%2867%29_%281%29.png?1605867377,4253,Vmart
83223,Get upto 44% off on Home Appliances,Vijay Sales,Electronics,,,,https://linksredirect.com/?pub_id=41826&url=https://www.vijaysales.com/bucketdetails/upto-44-off-on-home-appliances/363,live,2020-12-14,2020-12-31,14/12/2020,https://cdn0.cuelinks.com/campaigns/4164/original/Vijay_sales.png?1597990342,4164,Vijay Sales
83224,Get upto 72% off on Televisions,Vijay Sales,Electronics,,,,https://linksredirect.com/?pub_id=41826&url=https://www.vijaysales.com/bucketdetails/television-upto-72-off/186,live,2020-12-14,2020-12-31,14/12/2020,https://cdn0.cuelinks.com/campaigns/4164/original/Vijay_sales.png?1597990342,4164,Vijay Sales
83225,Under Rs.499 Store,Vijay Sales,Electronics,,,,https://linksredirect.com/?pub_id=41826&url=https://www.vijaysales.com/bucketdetails/all-under-499-store/254,live,2020-12-14,2020-12-31,14/12/2020,https://cdn0.cuelinks.com/campaigns/4164/original/Vijay_sales.png?1597990342,4164,Vijay Sales
83226,Ubtan Face Mask with Saffron & Turmeric for Skin Brightening and Tan Removal - 100g Rs.499,Mama Earth,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://mamaearth.in/product/ubtan-face-mask-for-skin-lightening-brightening,live,2020-12-14,2020-12-31,14/12/2020,https://cdn0.cuelinks.com/campaigns/3787/original/Mamaearth.png?1555390334,3787,Mama Earth
83227,Skin Illuminate Face Serum for Radiant Skin with Vitamin C & Turmeric  30 gm Rs.599,Mama Earth,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://mamaearth.in/product/skin-illuminate-face-serum-for-radiant-skin-with-vitamin-c-turmeric-30-gm,live,2020-12-14,2020-12-31,14/12/2020,https://cdn0.cuelinks.com/campaigns/3787/original/Mamaearth.png?1555390334,3787,Mama Earth
83228,"Onion Hair Oil for Hair Regrowth & Hair Fall Control, 250ml Rs.599",Mama Earth,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://mamaearth.in/product/onion-hair-oil-for-hair-regrowth-hair-fall-control-with-redensyl-250ml,live,2020-12-14,2020-12-31,14/12/2020,https://cdn0.cuelinks.com/campaigns/3787/original/Mamaearth.png?1555390334,3787,Mama Earth
83230,Get Flat 20% OFF on purchase of INR 999,Arata,Health & Beauty,,,OMG20,https://linksredirect.com/?pub_id=41826&url=https://www.arata.in/,live,2020-12-16,2020-12-31,16/12/2020,https://cdn0.cuelinks.com/campaigns/3891/original/Arata.png?1568799265,3891,Arata
83231,Get Flat 15% OFF on Arata,Arata,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://www.arata.in/,live,2020-12-16,2020-12-31,16/12/2020,https://cdn0.cuelinks.com/campaigns/3891/original/Arata.png?1568799265,3891,Arata
83232,Get Free Travel Pouch on purchase of INR 799,Arata,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://www.arata.in/,live,2020-12-16,2020-12-31,16/12/2020,https://cdn0.cuelinks.com/campaigns/3891/original/Arata.png?1568799265,3891,Arata
83236,Get FREE TELECONSULTATION with Jiva Doctor on orders above INR 899,Jiva Ayurveda,Health & Beauty,,Applicable on all Jiva Ayurveda products,,https://linksredirect.com/?pub_id=41826&url=https://store.jiva.com/,live,2020-12-16,2020-12-31,16/12/2020,https://cdn0.cuelinks.com/campaigns/3953/original/Jiva_Aurveda.png?1579176383,3953,Jiva Ayurveda
83240,Get Flat 25% OFF on Comfy Homewear,Vmart,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.vmartretail.com/,live,2020-12-16,2020-12-31,16/12/2020,https://cdn0.cuelinks.com/campaigns/4253/original/New_Project_%2867%29_%281%29.png?1605867377,4253,Vmart
83241,Buy 3 & Get 20% OFF at Vmart Winter ka WOW,Vmart,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.vmartretail.com/,live,2020-12-16,2020-12-31,16/12/2020,https://cdn0.cuelinks.com/campaigns/4253/original/New_Project_%2867%29_%281%29.png?1605867377,4253,Vmart
83242,Get Upto 50% OFF on all New Best Selling Styles,Vmart,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.vmartretail.com/,live,2020-12-16,2020-12-31,16/12/2020,https://cdn0.cuelinks.com/campaigns/4253/original/New_Project_%2867%29_%281%29.png?1605867377,4253,Vmart
83244,Introducing Luster & Lum First of its kind beauty Supplements by GNC,Guardian IN,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://www.guardian.in/gnc-luster-and-lum,live,2020-12-16,2020-12-31,16/12/2020,https://cdn0.cuelinks.com/campaigns/3563/original/Guardian.png?1594119642,3563,Guardian
83264,Daniel Wellington Upto 25% Off,Tata Cliq,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.tatacliq.com,live,2020-12-16,2020-12-31,16/12/2020,https://cdn0.cuelinks.com/campaigns/2588/original/tata.png?1495706199,2588,Tata Cliq
83265,French Connection Upto 60% Off,Tata Cliq,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.tatacliq.com,live,2020-12-16,2020-12-31,16/12/2020,https://cdn0.cuelinks.com/campaigns/2588/original/tata.png?1495706199,2588,Tata Cliq
83266,Ferrari Upto 60% Off,Tata Cliq,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.tatacliq.com,live,2020-12-16,2020-12-31,16/12/2020,https://cdn0.cuelinks.com/campaigns/2588/original/tata.png?1495706199,2588,Tata Cliq
83268,Get FREE Garlic BreadSticks on Dominos,Dominos,Food & Grocery,,,DOMNEW3,https://linksredirect.com/?pub_id=41826&url=https://www.dominos.co.in/,live,2020-12-18,2020-12-31,18/12/2020,https://cdn0.cuelinks.com/campaigns/39/original/Dominos.png?1489137591,39,Dominos
83269,Save Upto 40% OFF on Dominos,Dominos,Food & Grocery,,,,https://linksredirect.com/?pub_id=41826&url=https://www.dominos.co.in/,live,2020-12-18,2020-12-31,18/12/2020,https://cdn0.cuelinks.com/campaigns/39/original/Dominos.png?1489137591,39,Dominos
83272,Buy 2 & Get 1 FREE on Jiva KnockOut Offer,Jiva Ayurveda,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://store.jiva.com/categories/buy-2-get-1-free/,live,2020-12-18,2020-12-31,18/12/2020,https://cdn0.cuelinks.com/campaigns/3953/original/Jiva_Aurveda.png?1579176383,3953,Jiva Ayurveda
83273,Buy 2 - 25% OFF at Jiva KnockOut Offer,Jiva Ayurveda,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://store.jiva.com/,live,2020-12-18,2020-12-31,18/12/2020,https://cdn0.cuelinks.com/campaigns/3953/original/Jiva_Aurveda.png?1579176383,3953,Jiva Ayurveda
83274,Get Upto 50-80% OFF on Christmas Special AJIO EPICBLOW SALE,Ajio,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.ajio.com/s/epic-blow-out-4181-67081,live,2020-12-18,2020-12-31,18/12/2020,https://cdn0.cuelinks.com/campaigns/2589/original/Ajio.png?1516080211,2589,Ajio
83275,Get Flat 30% OFF on Arata Ultra Moisturizing Body Care Combos,Arata,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://www.arata.in/products/arata-ultra-moisturizing-body-care-combo,live,2020-12-18,2020-12-31,18/12/2020,https://cdn0.cuelinks.com/campaigns/3891/original/Arata.png?1568799265,3891,Arata
83276,Enjoy 30% OFF on Arata Soothing Face Spa Kit,Arata,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://www.arata.in/products/arata-soothing-face-spa-kit-for-dry-skin,live,2020-12-18,2020-12-31,18/12/2020,https://cdn0.cuelinks.com/campaigns/3891/original/Arata.png?1568799265,3891,Arata
